DateTime,Gearbox - DS
6/20/2022 17:32,0.0082
6/20/2022 18:32,0.0076
6/20/2022 19:32,0.0076
6/20/2022 20:32,0.0075
6/20/2022 21:32,0.0074
6/20/2022 22:32,0.0399
6/20/2022 23:32,0.0078
6/21/2022 0:32,0.0101
6/21/2022 1:32,0.0372
6/21/2022 2:32,0.011
6/21/2022 3:32,0.0111
6/21/2022 4:32,0.0077
6/21/2022 5:32,0.0079
6/21/2022 6:32,0.0079
6/21/2022 7:32,0.0079
6/21/2022 8:32,0.0077
6/21/2022 9:32,0.0077
6/21/2022 10:32,0.0077
6/21/2022 11:32,0.0077
6/21/2022 12:32,0.0079
6/21/2022 13:32,0.0078
6/21/2022 14:32,0.008
6/21/2022 15:32,0.008
6/21/2022 16:32,0.0078
6/21/2022 18:32,0.0078
6/21/2022 19:32,0.0079
6/21/2022 20:32,0.0078
6/21/2022 21:32,0.0078
6/21/2022 22:32,0.0076
6/21/2022 23:32,0.0079
6/22/2022 0:32,0.0078
6/22/2022 1:32,0.0077
6/22/2022 2:32,0.0079
6/22/2022 3:32,0.0079
6/22/2022 4:32,0.0078
6/22/2022 5:32,0.0079
6/22/2022 6:32,0.0078
6/22/2022 7:32,0.008
6/22/2022 8:32,0.0082
6/22/2022 9:32,0.0079
6/22/2022 10:32,0.008
6/22/2022 11:32,0.0082
6/22/2022 12:32,0.0078
6/22/2022 13:32,0.0077
6/22/2022 14:32,0.0076
6/22/2022 15:32,0.0078
6/22/2022 16:32,0.0078
6/22/2022 17:32,0.0074
6/22/2022 18:32,0.0075
6/22/2022 19:32,0.0828
6/22/2022 20:32,0.0917
6/22/2022 21:32,0.0998
6/22/2022 22:32,0.1008
6/22/2022 23:32,0.0975
6/23/2022 0:32,0.1014
6/23/2022 1:32,0.1109
6/23/2022 2:32,0.0982
6/23/2022 3:32,0.0989
6/23/2022 4:32,0.0949
6/23/2022 6:32,0.1033
6/23/2022 7:32,0.0991
6/23/2022 8:32,0.0917
6/23/2022 9:32,0.0928
6/23/2022 10:32,0.098
6/23/2022 11:32,0.0968
6/23/2022 12:32,0.1075
6/23/2022 13:32,0.0951
6/23/2022 14:32,0.095
6/23/2022 15:32,0.1008
6/23/2022 16:32,0.0958
6/23/2022 17:32,0.0952
6/23/2022 18:32,0.1088
6/23/2022 19:32,0.0986
6/23/2022 20:32,0.1041
6/23/2022 21:32,0.1011
6/23/2022 22:32,0.1048
6/23/2022 23:32,0.0983
6/24/2022 0:32,0.0997
6/24/2022 1:32,0.1023
6/24/2022 2:32,0.1002
6/24/2022 3:32,0.1012
6/24/2022 4:32,0.1119
6/24/2022 5:32,0.0925
6/24/2022 6:32,0.0922
6/24/2022 7:32,0.0941
6/24/2022 8:32,0.0976
6/24/2022 9:32,0.0917
6/24/2022 10:32,0.1033
6/24/2022 11:32,0.0982
6/24/2022 12:32,0.0979
6/24/2022 13:32,0.0959
6/24/2022 14:32,0.0996
6/24/2022 15:32,0.0957
6/24/2022 16:32,0.0996
6/24/2022 17:32,0.1052
6/24/2022 18:32,0.101
6/24/2022 19:32,0.0964
6/24/2022 20:32,0.0973
6/24/2022 21:32,0.0946
6/24/2022 22:32,0.103
6/24/2022 23:32,0.1856
6/25/2022 0:32,0.1941
6/25/2022 1:32,0.1956
6/25/2022 2:32,0.2019
6/25/2022 3:32,0.2003
6/25/2022 4:32,0.1849
6/25/2022 5:32,0.1999
6/25/2022 6:32,0.2037
6/25/2022 7:32,0.2054
6/25/2022 8:32,0.1914
6/25/2022 9:32,0.2069
6/25/2022 10:32,0.1986
6/25/2022 11:32,0.1948
6/25/2022 12:32,0.1982
6/25/2022 13:32,0.2049
6/25/2022 14:32,0.2057
6/25/2022 15:32,0.1955
6/25/2022 16:32,0.2007
6/25/2022 17:32,0.2142
6/25/2022 18:32,0.2073
6/25/2022 19:32,0.2294
6/25/2022 20:32,0.1969
6/25/2022 21:32,0.2061
6/25/2022 22:32,0.2135
6/25/2022 23:32,0.1953
6/26/2022 0:32,0.2027
6/26/2022 1:32,0.193
6/26/2022 2:32,0.1943
6/26/2022 3:32,0.2021
6/26/2022 4:32,0.195
6/26/2022 5:32,0.2012
6/26/2022 6:32,0.2018
6/26/2022 7:32,0.1948
6/26/2022 8:32,0.1963
6/26/2022 9:32,0.1965
6/26/2022 10:32,0.1986
6/26/2022 11:32,0.2037
6/26/2022 12:32,0.2402
6/26/2022 13:32,0.1919
6/26/2022 14:32,0.2009
6/26/2022 15:32,0.2003
6/26/2022 16:32,0.202
6/26/2022 17:32,0.2022
6/26/2022 18:32,0.1878
6/26/2022 19:32,0.1847
6/26/2022 20:32,0.2019
6/26/2022 21:32,0.2094
6/26/2022 22:32,0.2093
6/26/2022 23:32,0.1965
6/27/2022 0:32,0.1979
6/27/2022 1:32,0.1977
6/27/2022 2:32,0.1993
6/27/2022 3:32,0.2033
6/27/2022 4:32,0.1933
6/27/2022 6:32,0.2057
6/27/2022 7:32,0.2027
6/27/2022 8:32,0.1911
6/27/2022 9:32,0.2092
6/27/2022 10:32,0.1972
6/27/2022 11:32,0.201
6/27/2022 12:32,0.1983
6/27/2022 13:32,0.1978
6/27/2022 14:32,0.2043
6/27/2022 15:32,0.2125
6/27/2022 16:32,0.2059
6/27/2022 17:32,0.1943
6/27/2022 18:32,0.2505
6/27/2022 19:32,0.0073
6/27/2022 20:32,0.0072
6/27/2022 21:32,0.0073
6/27/2022 22:32,0.0072
6/27/2022 23:32,0.007
6/28/2022 0:32,0.0433
6/28/2022 1:32,0.0586
6/28/2022 2:32,0.0072
6/28/2022 3:32,0.0074
6/28/2022 4:32,0.0071
6/28/2022 5:32,0.0073
6/28/2022 6:32,0.0072
6/28/2022 7:32,0.0074
6/28/2022 8:32,0.0074
6/28/2022 9:32,0.007
6/28/2022 10:32,0.0073
6/28/2022 11:32,0.0072
6/28/2022 12:32,0.0076
6/28/2022 13:32,0.0071
6/28/2022 14:32,0.0072
6/28/2022 15:32,0.0073
6/28/2022 16:32,0.0075
6/28/2022 17:32,0.0074
6/28/2022 18:32,0.0072
6/28/2022 19:32,0.0071
6/28/2022 20:32,0.007
6/28/2022 21:32,0.0071
6/28/2022 22:32,0.0074
6/28/2022 23:32,0.007
6/29/2022 0:32,0.0074
6/29/2022 1:32,0.0076
6/29/2022 2:32,0.0071
6/29/2022 3:32,0.007
6/29/2022 4:32,0.0071
6/29/2022 5:32,0.007
6/29/2022 6:32,0.0072
6/29/2022 7:32,0.0071
6/29/2022 8:32,0.0072
6/29/2022 9:32,0.007
6/29/2022 10:32,0.0071
6/29/2022 11:32,0.0072
6/29/2022 12:32,0.007
6/29/2022 13:32,0.0077
6/29/2022 14:32,0.0072
6/29/2022 15:32,0.0073
6/29/2022 16:32,0.007
6/29/2022 17:32,0.007
6/29/2022 18:32,0.007
6/29/2022 19:32,0.0072
6/29/2022 20:32,0.0072
6/29/2022 21:32,0.0073
6/29/2022 22:32,0.0072
6/29/2022 23:32,0.01
6/30/2022 0:32,0.0099
6/30/2022 1:32,0.0092
6/30/2022 2:32,0.0093
6/30/2022 3:32,0.0088
6/30/2022 4:32,0.0093
6/30/2022 5:32,0.0094
6/30/2022 6:32,0.0091
6/30/2022 7:32,0.0092
6/30/2022 8:32,0.0091
6/30/2022 9:32,0.0087
6/30/2022 10:32,0.0097
6/30/2022 11:32,0.0094
6/30/2022 12:32,0.0092
6/30/2022 13:32,0.0091
6/30/2022 14:32,0.009
6/30/2022 16:32,0.0092
6/30/2022 17:32,0.0093
6/30/2022 18:32,0.0092
6/30/2022 19:32,0.0097
6/30/2022 20:32,0.0091
6/30/2022 21:32,0.0091
6/30/2022 22:32,0.0092
6/30/2022 23:32,0.0092
7/1/2022 0:32,0.0096
7/1/2022 1:32,0.0093
7/1/2022 2:32,0.0087
7/1/2022 3:32,0.0095
7/1/2022 4:32,0.0092
7/1/2022 5:32,0.0092
7/1/2022 6:32,0.0091
7/1/2022 7:32,0.0094
7/1/2022 8:32,0.0096
7/1/2022 9:32,0.0095
7/1/2022 10:32,0.0091
7/1/2022 11:32,0.0096
7/1/2022 12:32,0.0097
7/1/2022 13:32,0.0092
7/1/2022 14:32,0.0092
7/1/2022 15:32,0.0097
7/1/2022 16:32,0.0092
7/1/2022 17:32,0.0093
7/1/2022 18:32,0.009
7/1/2022 19:32,0.0088
7/1/2022 20:32,0.009
7/1/2022 21:32,0.0097
7/1/2022 22:32,0.0095
7/1/2022 23:32,0.009
7/2/2022 0:32,0.0095
7/2/2022 1:32,0.0092
7/2/2022 2:32,0.0094
7/2/2022 3:32,0.0092
7/2/2022 4:32,0.0092
7/2/2022 5:32,0.0095
7/2/2022 6:32,0.0074
7/2/2022 7:32,0.0073
7/2/2022 8:32,0.0071
7/2/2022 9:32,0.0071
7/2/2022 10:32,0.0072
7/2/2022 11:32,0.0075
7/2/2022 12:32,0.0073
7/2/2022 13:32,0.0072
7/2/2022 14:32,0.0074
7/2/2022 15:32,0.0073
7/2/2022 16:32,0.0072
7/2/2022 17:32,0.0074
7/2/2022 18:32,0.0074
7/2/2022 19:32,0.0073
7/2/2022 20:32,0.0072
7/2/2022 21:32,0.0074
7/2/2022 22:32,0.0073
7/2/2022 23:32,0.0072
7/3/2022 0:32,0.0073
7/3/2022 1:32,0.0071
7/3/2022 2:32,0.0072
7/3/2022 3:32,0.0073
7/3/2022 4:32,0.0073
7/3/2022 5:32,0.0072
7/3/2022 6:32,0.0073
7/3/2022 7:32,0.0073
7/3/2022 8:32,0.0074
7/3/2022 9:32,0.0073
7/3/2022 10:32,0.0073
7/3/2022 11:32,0.0077
7/3/2022 12:32,0.0073
7/3/2022 13:32,0.0073
7/3/2022 14:32,0.0077
7/3/2022 15:32,0.0074
7/3/2022 16:32,0.0073
7/3/2022 17:32,0.0071
7/3/2022 18:32,0.0073
7/3/2022 19:32,0.0073
7/3/2022 20:32,0.0072
7/3/2022 21:32,0.0074
7/3/2022 22:32,0.0073
7/3/2022 23:32,0.0072
7/4/2022 0:32,0.0075
7/4/2022 1:32,0.0073
7/4/2022 2:32,0.0074
7/4/2022 3:32,0.0072
7/4/2022 4:32,0.0072
7/4/2022 5:32,0.0073
7/4/2022 6:32,0.0072
7/4/2022 7:32,0.0075
7/4/2022 8:32,0.0071
7/4/2022 9:32,0.0072
7/4/2022 10:32,0.0072
7/4/2022 11:32,0.0073
7/4/2022 12:32,0.0071
7/4/2022 13:32,0.0072
7/4/2022 14:32,0.0072
7/4/2022 15:32,0.007
7/4/2022 16:32,0.007
7/4/2022 17:32,0.0071
7/4/2022 18:32,0.0073
7/4/2022 19:32,0.0071
7/4/2022 20:32,0.0072
7/4/2022 21:32,0.0074
7/4/2022 22:32,0.0071
7/4/2022 23:32,0.0072
7/5/2022 0:32,0.0072
7/5/2022 1:32,0.0074
7/5/2022 2:32,0.0073
7/5/2022 3:32,0.0073
7/5/2022 4:32,0.0072
7/5/2022 5:32,0.0073
7/5/2022 6:32,0.0071
7/5/2022 7:32,0.0072
7/5/2022 8:32,0.0071
7/5/2022 9:32,0.0071
7/5/2022 10:32,0.0072
7/5/2022 11:32,0.0073
7/5/2022 12:32,0.0071
7/5/2022 13:32,0.0072
7/5/2022 14:32,0.0073
7/5/2022 15:32,0.0071
7/5/2022 16:32,0.0072
7/5/2022 17:32,0.0071
7/5/2022 18:32,0.0073
7/5/2022 19:32,0.008
7/5/2022 20:32,0.0072
7/5/2022 21:32,0.007
7/5/2022 22:32,0.0071
7/5/2022 23:32,0.0074
7/6/2022 0:32,0.0073
7/6/2022 1:32,0.007
7/6/2022 2:32,0.0071
7/6/2022 3:32,0.0071
7/6/2022 4:32,0.0071
7/6/2022 5:32,0.0071
7/6/2022 6:32,0.0071
7/6/2022 7:32,0.0073
7/6/2022 8:32,0.0073
7/6/2022 9:32,0.007
7/6/2022 10:32,0.0073
7/6/2022 11:32,0.0073
7/6/2022 12:32,0.0073
7/6/2022 13:32,0.0073
7/6/2022 14:32,0.0074
7/6/2022 15:32,0.0073
7/6/2022 16:32,0.0074
7/6/2022 17:32,0.0074
7/6/2022 18:32,0.0074
7/6/2022 20:32,0.0071
7/6/2022 21:32,0.0071
7/6/2022 22:32,0.0069
7/6/2022 23:32,0.0073
7/7/2022 0:32,0.007
7/7/2022 1:32,0.0071
7/7/2022 2:32,0.0072
7/7/2022 3:32,0.0071
7/7/2022 4:32,0.0071
7/7/2022 5:32,0.007
7/7/2022 6:32,0.0077
7/7/2022 7:32,0.0071
7/7/2022 8:32,0.007
7/7/2022 9:32,0.0072
7/7/2022 10:32,0.0073
7/7/2022 11:32,0.0072
7/7/2022 12:32,0.0073
7/7/2022 13:32,0.0074
7/7/2022 14:32,0.0072
7/7/2022 15:32,0.0074
7/7/2022 16:32,0.0072
7/7/2022 17:32,0.0071
7/7/2022 18:32,0.0071
7/7/2022 19:32,0.0079
7/7/2022 20:32,0.0071
7/7/2022 21:32,0.0073
7/7/2022 22:32,0.0073
7/7/2022 23:32,0.0074
7/8/2022 0:32,0.0072
7/8/2022 1:32,0.0072
7/8/2022 2:32,0.0073
7/8/2022 3:32,0.0073
7/8/2022 4:32,0.0074
7/8/2022 5:32,0.0073
7/8/2022 6:32,0.0072
7/8/2022 8:32,0.0072
7/8/2022 9:32,0.0071
7/8/2022 10:32,0.0071
7/8/2022 11:32,0.0072
7/8/2022 12:32,0.0076
7/8/2022 13:32,0.0073
7/8/2022 14:32,0.0071
7/8/2022 15:32,0.0072
7/8/2022 16:32,0.0072
7/8/2022 17:32,0.0072
7/8/2022 18:32,0.0452
7/8/2022 19:32,0.0536
7/8/2022 20:32,0.0075
7/8/2022 21:32,0.0073
7/8/2022 22:32,0.0073
7/8/2022 23:32,0.0072
7/9/2022 0:32,0.0073
7/9/2022 1:32,0.0071
7/9/2022 2:32,0.007
7/9/2022 3:32,0.0077
7/9/2022 4:32,0.0085
7/9/2022 5:32,0.0076
7/9/2022 6:32,0.0073
7/9/2022 7:32,0.0072
7/9/2022 8:32,0.0076
7/9/2022 9:32,0.0071
7/9/2022 10:32,0.0075
7/9/2022 11:32,0.0075
7/9/2022 12:32,0.0077
7/9/2022 13:32,0.0634
7/9/2022 14:32,0.0106
7/9/2022 15:32,0.011
7/9/2022 16:32,0.0073
7/9/2022 17:32,0.0071
7/9/2022 18:32,0.0072
7/9/2022 19:32,0.0072
7/9/2022 20:32,0.0076
7/9/2022 21:32,0.0074
7/9/2022 22:32,0.0074
7/9/2022 23:32,0.0075
7/10/2022 0:32,0.0073
7/10/2022 1:32,0.0075
7/10/2022 2:32,0.0073
7/10/2022 3:32,0.0072
7/10/2022 4:32,0.0079
7/10/2022 5:32,0.0074
7/10/2022 6:32,0.0075
7/10/2022 7:32,0.0073
7/10/2022 8:32,0.0074
7/10/2022 9:32,0.0082
7/10/2022 10:32,0.2212
7/10/2022 11:32,0.2206
7/10/2022 12:32,0.2203
7/10/2022 13:32,0.2372
7/10/2022 14:32,0.2168
7/10/2022 15:32,0.2367
7/10/2022 16:32,0.2225
7/10/2022 17:32,0.2307
7/10/2022 18:32,0.2468
7/10/2022 19:32,0.2457
7/10/2022 20:32,0.2435
7/10/2022 21:32,0.232
7/10/2022 22:32,0.2522
7/10/2022 23:32,0.2435
7/11/2022 0:32,0.231
7/11/2022 1:32,0.2257
7/11/2022 2:32,0.2446
7/11/2022 3:32,0.2333
7/11/2022 4:32,0.2263
7/11/2022 5:32,0.2206
7/11/2022 6:32,0.2443
7/11/2022 7:32,0.2371
7/11/2022 8:32,0.2281
7/11/2022 9:32,0.2429
7/11/2022 10:32,0.2322
7/11/2022 11:32,0.2478
7/11/2022 12:32,0.2386
7/11/2022 13:32,0.2478
7/11/2022 14:32,0.227
7/11/2022 15:32,0.2434
7/11/2022 16:32,0.2269
7/11/2022 17:32,0.2399
7/11/2022 18:32,0.2403
7/11/2022 19:32,0.2324
7/11/2022 20:32,0.2305
7/11/2022 21:32,0.2377
7/11/2022 22:32,0.229
7/11/2022 23:32,0.2352
7/12/2022 0:32,0.2353
7/12/2022 1:32,0.2208
7/12/2022 2:32,0.2354
7/12/2022 3:32,0.2427
7/12/2022 4:32,0.2264
7/12/2022 5:32,0.229
7/12/2022 6:32,0.2229
7/12/2022 7:32,0.2332
7/12/2022 8:32,0.233
7/12/2022 9:32,0.2363
7/12/2022 10:32,0.2388
7/12/2022 11:32,0.2308
7/12/2022 12:32,0.2238
7/12/2022 13:32,0.2333
7/12/2022 14:32,0.2304
7/12/2022 15:32,0.2204
7/12/2022 16:32,0.2183
7/12/2022 17:32,0.2347
7/12/2022 18:32,0.225
7/12/2022 19:32,0.2214
7/12/2022 20:32,0.2133
7/12/2022 21:32,0.2138
7/12/2022 22:32,0.2246
7/12/2022 23:32,0.2165
7/13/2022 0:32,0.2214
7/13/2022 1:32,0.2181
7/13/2022 2:32,0.2145
7/13/2022 3:32,0.2217
7/13/2022 4:32,0.2102
7/13/2022 5:32,0.2105
7/13/2022 6:32,0.2212
7/13/2022 7:32,0.2198
7/13/2022 8:32,0.2088
7/13/2022 9:32,0.2107
7/13/2022 10:32,0.2133
7/13/2022 11:32,0.2196
7/13/2022 12:32,0.2305
7/13/2022 13:32,0.2036
7/13/2022 14:32,0.2183
7/13/2022 15:32,0.2213
7/13/2022 16:32,0.2025
7/13/2022 17:32,0.2284
7/13/2022 18:32,0.2084
7/13/2022 19:32,0.219
7/13/2022 20:32,0.219
7/13/2022 21:32,0.007
7/13/2022 22:32,0.0066
7/13/2022 23:32,0.007
7/14/2022 0:32,0.0067
7/14/2022 1:32,0.0068
7/14/2022 2:32,0.0069
7/14/2022 3:32,0.0071
7/14/2022 4:32,0.0069
7/14/2022 5:32,0.007
7/14/2022 6:32,0.0501
7/14/2022 7:32,0.0674
7/14/2022 8:32,0.0588
7/14/2022 9:32,0.007
7/14/2022 10:32,0.0069
7/14/2022 11:32,0.0069
7/14/2022 12:32,0.0069
7/14/2022 13:32,0.0066
7/14/2022 14:32,0.0068
7/14/2022 15:32,0.007
7/14/2022 16:32,0.0071
7/14/2022 17:32,0.0068
7/14/2022 18:32,0.0071
7/14/2022 19:32,0.007
7/14/2022 20:32,0.007
7/14/2022 21:32,0.007
7/14/2022 22:32,0.0068
7/14/2022 23:32,0.0068
7/15/2022 0:32,0.0067
7/15/2022 1:32,0.0069
7/15/2022 2:32,0.0069
7/15/2022 3:32,0.0075
7/15/2022 5:32,0.0067
7/15/2022 6:32,0.0065
7/15/2022 7:32,0.0067
7/15/2022 8:32,0.0066
7/15/2022 9:32,0.0068
7/15/2022 10:32,0.0069
7/15/2022 11:32,0.0069
7/15/2022 12:32,0.0082
7/15/2022 13:32,0.0076
7/15/2022 14:32,0.0076
7/15/2022 15:32,0.0075
7/15/2022 16:32,0.0082
7/15/2022 17:32,0.0075
7/15/2022 18:32,0.0076
7/15/2022 19:32,0.0072
7/15/2022 20:32,0.0075
7/15/2022 21:32,0.0075
7/15/2022 22:32,0.0075
7/15/2022 23:32,0.0074
7/16/2022 0:32,0.0075
7/16/2022 1:32,0.0077
7/16/2022 2:32,0.0075
7/16/2022 3:32,0.0079
7/16/2022 4:32,0.0076
7/16/2022 5:32,0.0074
7/16/2022 6:32,0.0082
7/16/2022 7:32,0.0073
7/16/2022 8:32,0.0076
7/16/2022 9:32,0.0076
7/16/2022 10:32,0.0074
7/16/2022 11:32,0.0079
7/16/2022 12:32,0.0075
7/16/2022 13:32,0.0082
7/16/2022 14:32,0.0073
7/16/2022 15:32,0.0074
7/16/2022 16:32,0.008
7/16/2022 17:32,0.0077
7/16/2022 18:32,0.0077
7/16/2022 19:32,0.0078
7/16/2022 20:32,0.0078
7/16/2022 21:32,0.0078
7/16/2022 22:32,0.0079
7/16/2022 23:32,0.0078
7/17/2022 0:32,0.0078
7/17/2022 1:32,0.0077
7/17/2022 2:32,0.0088
7/17/2022 3:32,0.0086
7/17/2022 4:32,0.0078
7/17/2022 5:32,0.0079
7/17/2022 6:32,0.0087
7/17/2022 7:32,0.0077
7/17/2022 8:32,0.0075
7/17/2022 9:32,0.0074
7/17/2022 10:32,0.0083
7/17/2022 11:32,0.0078
7/17/2022 12:32,0.0083
7/17/2022 13:32,0.0077
7/17/2022 14:32,0.0079
7/17/2022 15:32,0.0086
7/17/2022 16:32,0.0079
7/17/2022 17:32,0.0076
7/17/2022 18:32,0.0075
7/17/2022 19:32,0.0077
7/17/2022 20:32,0.0075
7/17/2022 21:32,0.0074
7/17/2022 22:32,0.0073
7/17/2022 23:32,0.0075
7/18/2022 0:32,0.0075
7/18/2022 1:32,0.0075
7/18/2022 2:32,0.0076
7/18/2022 3:32,0.0077
7/18/2022 4:32,0.0077
7/18/2022 5:32,0.0078
7/18/2022 6:32,0.0082
7/18/2022 7:32,0.0076
7/18/2022 8:32,0.0076
7/18/2022 9:32,0.0074
7/18/2022 10:32,0.0074
7/18/2022 11:32,0.0076
7/18/2022 12:32,0.0072
7/18/2022 13:32,0.0076
7/18/2022 14:32,0.0078
7/18/2022 15:32,0.0072
7/18/2022 16:32,0.0077
7/18/2022 17:32,0.0073
7/18/2022 18:32,0.0072
7/18/2022 19:32,0.0079
7/18/2022 20:32,0.0075
7/18/2022 21:32,0.008
7/18/2022 22:32,0.0081
7/18/2022 23:32,0.008
7/19/2022 0:32,0.0496
7/19/2022 1:32,0.0083
7/19/2022 2:32,0.0138
7/19/2022 3:32,0.0186
7/19/2022 4:32,0.0074
7/19/2022 5:32,0.008
7/19/2022 6:32,0.0081
7/19/2022 7:32,0.0076
7/19/2022 8:32,0.0069
7/19/2022 9:32,0.0066
7/19/2022 10:32,0.0068
7/19/2022 11:32,0.0076
7/19/2022 12:32,0.0073
7/19/2022 13:32,0.0078
7/19/2022 14:32,0.0072
7/19/2022 15:32,0.0073
7/19/2022 16:32,0.0082
7/19/2022 17:32,0.0073
7/19/2022 18:32,0.0091
7/19/2022 19:32,0.0078
7/19/2022 20:32,0.0083
7/19/2022 21:32,0.0071
7/19/2022 22:32,0.0083
7/19/2022 23:32,0.0086
7/20/2022 0:32,0.0081
7/20/2022 1:32,0.0082
7/20/2022 2:32,0.2014
7/20/2022 3:32,0.2283
7/20/2022 4:32,0.2366
7/20/2022 5:32,0.2471
7/20/2022 6:32,0.2631
7/20/2022 7:32,0.2493
7/20/2022 8:32,0.2303
7/20/2022 9:32,0.2465
7/20/2022 10:32,0.24
7/20/2022 11:32,0.2399
7/20/2022 12:32,0.2477
7/20/2022 13:32,0.2296
7/20/2022 14:32,0.2416
7/20/2022 15:32,0.237
7/20/2022 16:32,0.2369
7/20/2022 17:32,0.2413
7/20/2022 18:32,0.2288
7/20/2022 19:32,0.2482
7/20/2022 20:32,0.2473
7/20/2022 21:32,0.2436
7/20/2022 22:32,0.2315
7/20/2022 23:32,0.2479
7/21/2022 0:32,0.2529
7/21/2022 1:32,0.2291
7/21/2022 2:32,0.2286
7/21/2022 3:32,0.241
7/21/2022 4:32,0.2327
7/21/2022 5:32,0.2483
7/21/2022 6:32,0.2408
7/21/2022 7:32,0.248
7/21/2022 8:32,0.2344
7/21/2022 9:32,0.2564
7/21/2022 10:32,0.2583
7/21/2022 11:32,0.2281
7/21/2022 12:32,0.2489
7/21/2022 13:32,0.2393
7/21/2022 14:32,0.2327
7/21/2022 15:32,0.2395
7/21/2022 16:32,0.23
7/21/2022 17:32,0.2371
7/21/2022 18:32,0.2512
7/21/2022 19:32,0.2443
7/21/2022 20:32,0.2456
7/21/2022 21:32,0.2174
7/21/2022 22:32,0.2285
7/21/2022 23:32,0.244
7/22/2022 0:32,0.2339
7/22/2022 1:32,0.2418
7/22/2022 2:32,0.227
7/22/2022 3:32,0.2347
7/22/2022 4:32,0.2374
7/22/2022 5:32,0.2251
